OpenAI,Azure,Caption,Label,OpenAI_Conf,OpenAI_Azure_Conf,Azure_Conf,Animal,Building,Indoor,Outdoor,People
2 km) section of the Lower Table Rock trail to accommodate the growing number of visitors,a dirt path through a forest,Upper Table Rock Trail,2,0.356,0.00824,0.4308255315,0,0,0,0,0
He and several of the party-goers searched for Leigh,a house with a fence around it," The building where the party was held, pictured in 2014. After the murder, it was disused before being turned into a childcare centre in the mid 1990s.[3]:148 It was demolished in 2019.[7]",2,0.3499,0.04663,0.3372942507,0,1,0,1,0
a green and yellow boat,a green and yellow boat," The Stockton Ferry, where several scenes from Blackrock were filmed[3]:154",1,0.3193,0.3193,0.3854200244,0,1,0,1,0
"a large building with a tall tower with Guildhall, London in the background","a large building with a tall tower with Guildhall, London in the background"," London's Guildhall in 2014. Construction of the current building began in the early fifteenth century. Parts, such as the crypts, date from Rykener's time.",1,0.892,0.892,0.3476518393,0,1,0,0,0
in between channels of water in a shallow river 100 miles (160 km) long and 60 miles (97 km) wide flowing from Lake Okeechobee to Florida Bay,map,Major landscape types in the Everglades before human action. Source: U.S. Geological Survey,2,0.3687,0.001192,0.9999970794,0,0,0,0,0
[30] The peat beds that support sawgrass are slightly elevated and may begin abruptly creating ridges of grass,diagram," A cross section of fresh water ecosystems in the Everglades, with relative average water depths",2,0.4763,0.02126,0.7221292853,0,0,0,1,0
Alligators feed upon animals that visit the hole,a small stream with a small white flower on it,An alligator amid strands of periphyton in the Everglades,1,0.8604,1.00E-07,0.2206660658,0,0,0,1,0
The predominant ecosystem in the Flatwoods is pine forest,a group of trees in a field,The pine rockland ecosystem is dominated by South Florida slash pines and shrubs like saw palmettos.,1,0.9155,0.0001384,0.4737383425,0,0,0,0,0
Although The Big Cypress is the largest growth of cypress swamps in South Florida,a forest with trees and bushes,A pond in The Big Cypress,1,0.9575,0.000795,0.3417176604,0,0,0,0,0
100 km2) of Florida Bay is protected by Everglades National Park,a palm tree on a beach," A clump of mangroves in the distance, Florida Bay at Flamingo",1,0.604,0.0003188,0.5420073271,0,0,0,1,0
[20] The Normans consolidated their control over the area by constructing castles at Corfe,a castle on a hill," Corfe Castle, captured and destroyed by Cromwell's army in 1646",1,0.9966,0.0001289,0.5202279091,0,0,0,0,0
a beach with a large rock formation with Durdle Door in the background,a beach with a large rock formation with Durdle Door in the background," Durdle Door, a natural arch near Lulworth Cove",1,0.1769,0.1769,0.3033037484,0,0,0,1,0
[155] When the waters around Weymouth and Portland were chosen for the sailing events in the 2012 Summer Olympic Games,a city on the water,The beach near Bournemouth Pier. Dorset's coastline is a major attraction for tourists.,2,0.2299,2.35E-05,0.311743319,0,0,0,1,0
[173][174] Other museums which reflect the cultural heritage of the county include The Keep Military Museum in Dorchester,"a stone castle with a moat with The Keep, Dorchester in the background",The Keep Military Museum in Dorchester,1,0.612,0.00846,0.3464903533,0,1,0,0,0
[248] Sherborne Abbey,a large stone building,Sherborne Abbey,1,0.7036,0.0007987,0.3844852746,0,1,0,0,0
a group of people sitting,a group of people sitting," A popular tribunal in Ozurgeti, 1905",1,0.2976,0.2976,0.407112509,0,0,0,0,1
[63] The position of viceroy had been replaced with a governor-general,a man wearing a military uniform," Illarion Vorontsov-Dashkov. Seen as a moderate, he was appointed Viceroy of the Caucasus in February 1905 and tasked with resolving the Gurian Republic issue.",2,0.4692,0.0129,0.4357791841,0,0,0,0,0
[70] That month Votontsov-Dashkov named Malama military governor of Tiflis,a person in a uniform holding a baseball bat,Maksud Alikhanov-Avarsky led a military invasion in 1906 that ended the Gurian Republic. He restored government order using repressive measures within a few weeks.,1,0.408,0.0003085,0.455409646,0,0,0,0,0
as it was unique within Georgia for being an overwhelmingly peasant,map,Modern borders of Guria in Georgia,2,0.2046,0.02122,0.9996372461,0,0,0,0,0
the smaller the volume of sap is needed to obtain the same amount of syrup,a penguin in a cage,Play media Maple sap harvesting,1,0.3972,0.001133,0.4158183336,0,0,0,0,0
taking control of the island and changing its name from Marín Island to Ford Island,diagram," Map of Mokuʻumeʻume, compiled from maps dated 1873 to 1915",2,0.409,0.00263,0.427618295,0,0,0,0,0
a foreigner who had married into the Kamehameha family,a man and a child standing next to a plane," Charles Reed Bishop with his wife, Bernice Pauahi Bishop",2,0.4514,0.001995,0.3713470995,0,0,0,0,0
[54][55] Kirk-Patrick's men had two Curtiss HS2L flying boats and two N-9 planes salvaged from World War I,a black and white photo of a plane on a runway," Martin MB-1 on Luke Field on August 15, 1918",2,0.445,0.003561,0.5038773417,0,0,0,1,0
[74] Hangar 6 and several patrol seaplanes and other aircraft on Ford Island (33 out of 70 of the island's planes) were destroyed,a large metal structure,Damaged hangar on Ford Island after the attacks,1,0.656,0.00244,0.2880728543,0,1,0,1,0
"[77]
Enterprise launched aircraft to patrol Ford Island and search for Japanese carriers",a black and white photo of a military ship in the water," USS Oklahoma, righted to about 30 degrees on March 29, 1943, during salvage at Pearl Harbor",2,0.2369,0.02577,0.3729642332,0,0,0,1,0
" there were several smaller ""foot ferries"" allowing pedestrians to travel between Ford Island and alternate landings around Pearl Harbor",a boat docked at a pier," Moko Holo Hele (left) and Waa Hele Honoa, ferries serving Ford Island",1,0.8555,0.004776,0.340872705,0,0,0,1,0
[85] and visitor access enabled construction of the $50 million 16-acre (6,a crowd of people at a beach," More than 1,400 military and civilian runners make their way across the Adm. Bernard ""Chick"" Clarey Bridge during the 2006 Ford Island 10k Bridge Run at Pearl Harbor.",2,0.2544,0.0173,0.4418211579,0,0,0,1,0
" Pearl Harbor"" and became a National Historic Landmark",a sign on a concrete platform,Sign in front of the Pearl Harbor Historic Sites at Halawa Landing on Oʻahu,1,0.3264,0.04218,0.3157232702,0,0,0,0,0
the television series Hawaii Five-0 chose Battleship Cove,a statue of a person in front of a large body of water," Memorial plaque on Ford Island, facing the USS Arizona memorial",2,0.595,0.000578,0.420486778,0,0,0,1,0
[26][27] The park was dedicated in 1937 to George J,text,Memorial plaque in Prescott Park,1,0.9604,0.000157,0.9964219928,0,0,0,0,0
9 m) radio tower built in 2007; the new tower replaced three of four existing 80-foot (24 m) towers,a tall metal tower,Radio tower on the peak's summit,1,0.9624,0.0002515,0.3353486955,0,1,0,1,0
and Pacific madrone trees,a tree with many branches,A large madrone tree in Prescott Park,1,0.2925,0.04083,0.3843763769,0,0,0,0,0
Roxy Ann Peak and Prescott Park serve as Medford's most important viewshed,a landscape with a mountain in the distance,View from Manzanita Trail on Roxy Ann Peak's eastern slopes,1,0.3147,0.01616,0.4029145837,0,0,0,1,0
[14] It was placed atop a layer of horn and attached to the helmet with two rivets,a brown leather jacket on display,Replica of the Benty Grange helmet at Weston Park Museum in Sheffield,1,0.4927,0.0001732,0.3115488589,0,0,0,0,0
[42][43] The area came under the fold of the Mercian kingdom around the eighth century;[43] the Benty Grange and other rich barrows suggest that the Pecsæte may have had their own dynasty beforehand,a stone wall in a field," Benty Grange Farm, near Monyash in the Derbyshire Dales",1,0.2078,0.05594,0.4474625587,0,0,0,1,0
The boar had symbolic import in prehistoric Europe,a large brown animal in a grassy field,A Central European boar,1,0.552,0.0004303,0.3558264077,0,0,0,0,0
The Benty Grange helmet recalls the Anglo-Saxon poem Beowulf,a close-up of a human skull,The Sutton Hoo helmet exhibits the other style of boar motif mentioned in Beowulf.,1,0.8667,2.62E-05,0.578676343,0,0,0,0,0
Other large monocot families include the Pandanaceae with 88 endemic pandan (Pandanus) species,a yellow flower with a green center," Angraecum sesquipedale (Darwin's orchid), one of over 900 orchids in Madagascar",2,0.1403,0.1026,0.3503402174,0,0,0,0,0
Eleven mangrove tree species are known from Madagascar,a forest with trees and plants,"Examples of native vegetation in MadagascarHumid forest remnant, Île Sainte MariePlateau wooded grassland with the endemic Bismarck palm, Isalo National ParkWestern dry forest, with mangroves in the backgroundSpiny forest with baobabs and Madagascar ocotillo, near IfatyLake vegetation with Typhonodorum lindleyanum",1,0.3674,0.04822,0.3463511169,0,0,0,0,0
Histoire de la grande isle Madagascar (1658),letter,Histoire de la grande isle Madagascar by Étienne de Flacourt (1658) was the first detailed written account on Madagascar.,1,0.96,7.03E-06,0.5331249237,0,0,0,0,0
[56] Madagascar's national instrument valiha is made from bamboo and lent its name to the endemic genus Valiha,a man holding a gun,The Malagasy valiha zither is made from bamboo.,1,0.828,0.0446,0.4725738466,0,0,0,0,1
illegal logging of luxury timber species such as rosewood and ebony increased especially with the 2009 Malagasy political crisis,a person standing next to a pile of wood,Illegal logging of rosewood in the north of Madagascar,1,0.9727,0.000915,0.4070596993,0,0,0,1,0
" Foley suggests that it was hurriedly completed for Jane's family from an original that ""had to be destroyed because it would have been too dangerous to own once Mary became queen""",a person in a dress," A black-and-white photograph of the Houghton portrait. Now in a private collection, it may be a copy of the same original as the Streatham portrait.",1,0.4185,0.005608,0.3504823744,0,0,0,1,0
He cited the sitter's brooch and emblem as indicative that she was not Jane Grey,a close-up of a person,The miniature credited by Starkey as a portrait of Grey,2,0.8438,2.98E-05,0.4645941257,0,0,0,0,0
[37][54] A further important precedent for the political component was the works of Francisco Goya,a group of people playing a game," Pierre-Paul Prud'hon. Justice and Divine Vengeance Pursuing Crime, 1808, 244 cm × 294 cm, J. Paul Getty Museum, Getty Center, Los Angeles.  The darkness and the sprawling naked figure were an influence on Géricault's painting.[44]",2,0.2117,0.0004418,0.3658856153,0,0,0,1,0
"[n 9] Leonardo listed ""a portrait of Atalante with his face raised""",a collage of a person," Clockwise from top left: Ludovico Sforza, Gaffurius, Gian Galeazzo Sforza and Josquin have each been proposed as the subject of the Portrait of a Musician (center) (Clickable image—use cursor to identify.)",2,0.6104,0.00562,0.4131311476,0,0,0,0,0
6-meter) granite obelisk to commemorate the 60th anniversary of the Battle of Concord,a large stone monument,The 1836 obelisk with The Minute Man in the background on the other side of the Concord River,2,0.739,0.0049,0.3240091205,0,0,0,1,0
1 meters) tall and depicts a minuteman at the Battle of Concord,a blue and gold object,Closeup of The Minute Man without its pedestal,1,0.786,0.03047,0.5653723478,0,0,0,0,0
" the United States Post Office Department released a five-cent stamp depicting the statue and verses from ""Concord Hymn""",,"Government uses of The Minute Man



The five-cent stamp issued by the United States Post Office Department in 1925






The Lexington–Concord Sesquicentennial half dollar showing The Minute Man on the obverse side






A 1940s propaganda poster from the United States Office of War Information encouraging the sale of war bonds






The reverse of the Massachusetts state quarter showing a map of the state and the statue






The shield of the Air National Guard



",1,0.999,0,0.2852498293,0,1,0,0,0
schematic,"diagram, schematic",Layout of Unas's complex,,0.2423,0.1493,0.9952027202,0,0,0,1,0
Khenut and Nebet were buried in a double mastaba north-east of the main pyramid,a large stone structure,Remains of the outer casing on Unas's pyramid,1,0.5874,0.00613,0.2121176422,0,0,0,1,0
1 ft) long vertically sloping corridor inclined at 22° that leads to a vestibule at its bottom,diagram,Layout of Unas' substructure. Materials colour-coded: light orange = fine white limestone; red = red granite; white = white alabaster; grey = greywacke.,2,0.6855,0.01884,0.4345128536,0,0,0,0,0
including a near complete replica of the texts in the tomb of Senwosretankh at El-Lisht,a stone wall with writing on it," The burial chamber with protective spells filling the west gable, protecting the sarcophagus and its contents below.",1,0.3152,1.22E-05,0.4458404183,0,1,0,1,0
The same wadi was used as a path for the causeway,a few palm trees in a desert,Valley temple belonging to Unas's pyramid complex,1,0.909,0.0001793,0.4274478853,0,0,0,1,0
The causeway connecting the valley temple to the mortuary temple of Unas's pyramid complex was constructed along the path provided by a natural wadi,a stone walkway between stone buildings,Causeway leading to the pyramid of Unas,1,0.8276,0.00441,0.3303319216,0,1,0,1,0
The mortuary temple in Unas's pyramid complex has a layout comparable to his predecessor,"diagram, schematic"," Layout of Unas's mortuary temple. In order: (1) Granite doorway built by Teti; (2) Entrance hall with (5a and b) storerooms to the north and south; (3) Courtyard with (4) eighteen granite columns; (6) Transverse corridor; (7) Chapel with five statue niches; (8a, b and c) Storerooms of the inner temple; (9) Antichambre carrée with central column; (10) Offering hall with (11) false door bearing a protective inscription; (12) Cult pyramid; and (13) Courtyard surrounding the pyramid complex.",1,0.3376,0.0429,0.9998834133,0,1,0,0,0
The helmet was constructed from eight pieces of iron riveted together,a close up of a helmet,A replica of the Shorwell helmet,1,0.292,0.09186,0.4830120802,0,0,0,0,0
a gold Merovingian or Burgundian copy of a Roman solidus depicting the Eastern Roman Emperor Anastasius I,a pair of coins,A copy of a Roman solidus discovered in 2007 that may have originally been buried in the same grave as the helmet,1,0.752,0.01335,0.3937305212,0,0,0,0,0
a building with columns and pillars,a building with columns and pillars,The British Museum in London now owns the Shorwell helmet.,1,0.3022,0.3022,0.3733886182,0,1,0,0,0
The Pitfour estate in Mintlaw extended from St Fergus to New Pitsligo and encompassed most of the extensive Longside Parish,map,Pitfour estate Location of Pitfour estate in Aberdeenshire,1,0.3928,0.02216,0.9999923706,0,0,0,0,0
[33] After large parts of the land had been sold under the ownership of the sixth laird the estate was listed by Bateman in 1883 as being just over 23,map,A 19th-century map showing Pitfour House,2,0.2057,0.0104,0.843629837,0,0,0,1,0
The original small country house was first altered during the early 18th century,a large building with many windows,Pitfour House around the late 1800s,1,0.4026,0.00785,0.3903795481,0,1,0,1,0
"[19][49][50]
A more modern chapel was built in 1850 after the Admiral had an argument with the Reverend Arthur Ranken",a stone building with a tower," Pitfour Chapel in 2013, after modernisation",2,0.307,0.0334,0.4111673534,0,1,0,0,0
The stables were built in 1820,a building with a hole in the wall,The stables at Pitfour is a listed building and deemed to be at high risk by Historic Scotland.,1,0.219,0.0004034,0.2584868968,0,0,0,1,0
The lake extends to almost 50 acres (20 hectares) and is 174 feet (53 metres) above sea level,a dock leading to a lake,View across Pitfour Lake showing the central island,1,0.4407,0.0938,0.3306890726,0,0,0,1,0
The tower is 50 feet (15 m) high and is more than half a mile (1 kilometre) from the racecourse,a tall stone tower," Drinnie's Observatory was built by the fifth laird, George Ferguson, and has been renovated by the local council.",1,0.4558,0.01881,0.3624922931,0,1,0,0,0
"[13]
The park was conceived as a 16-acre (65",timeline,Image map of Millennium Park with each feature or label linked,1,0.1925,6.66E-05,0.3808487058,0,0,0,0,0
Millennium Park was selected as one of the Illinois 200 Great Places [273] by the American Institute of Architects Illinois component (AIA Illinois) and was recognized by USA Today Travel magazine,a group of people standing in a field with a large building in the background," This panoramic view of the Great Lawn, trellis, and bandshell at Jay Pritzker Pavilion was taken in May 2009. Among the buildings pictured in the background are (left to right) The Heritage, Smurfit-Stone Building, Trump International Hotel and Tower, One Prudential Plaza, Two Prudential Plaza, Aon Center, Aqua, Blue Cross Blue Shield Tower, 340 on the Park, The Buckingham, 400 East Randolph, and Harbor Point.",2,0.653,1.00E-07,0.3684397042,0,0,0,0,0
"[14][15]
McCormick Tribune Plaza & Ice Rink was the first feature in Millennium Park to open",timeline,Image map of Millennium Park; east is at the top. Each feature or label is linked.,2,0.543,2.21E-05,0.5775436759,0,0,0,0,0
"[32]
The Millennium Park rink has a lobby which provides skaters a respite from the natural environs",a city with a large building in the background,Viewed from the south end of the rink,2,0.828,5.14E-05,0.2857207954,0,1,0,1,0
[36] the Millennium Park ice rink is operated by a division of the Chicago Department of Cultural Affairs,a truck driving through a city,The McCormick Tribune Zamboni operates every two hours.,1,0.5107,2.43E-05,0.3451672196,0,0,0,1,0
[48]  The rink also serves as a host to the annual Chicago Winter Dance Festival; during the festival there is a month of free skating instruction and demonstration at the rink,a crowd of people in the snow,February 2010 Chicago Winter Dance,1,0.4355,0.00557,0.4912470579,0,0,0,1,0
a park with trees and buildings,a park with trees and buildings,Viewed from the northwest during the summer,1,0.3003,0.3003,0.415053606,0,0,0,1,0
who served as Lord Lieutenant of Ireland from 1731 to 1737 and from 1751 to 1755,a statue of a person," William Blakeney, whose Sackville Street statue preceded Nelson's",2,0.2246,0.000849,0.454690814,0,0,0,0,0
a Royal Naval fleet commanded by Vice Admiral Lord Nelson defeated the combined fleets of the French and Spanish navies in the Battle of Trafalgar,a painting of a group of people," Nelson's death aboard HMS Victory, painting by Denis Dighton, c. 1825",1,0.6357,0.0003572,0.4040251076,0,0,0,1,0
"[13]
Between 1840 and 1843 Nelson's Column was erected in London's Trafalgar Square",a group of people standing around a large monument," Lower Sackville Street and the Pillar depicted by William Henry Bartlett in the early 1840s, around the time of Thackeray's visit",1,0.632,0.0004084,0.3470532298,0,1,0,1,0
many of the Sackville Street buildings between the Pillar and the Liffey had been destroyed or badly damaged,a group of people outside a building," Sackville Street after the Easter Rising, showing the burnt out shell of the General Post Office and the intact Pillar in the background",1,0.617,9.36E-06,0.4491768181,0,1,0,1,0
"[97]
The Pillar's fate was sealed when Dublin Corporation issued a ""dangerous building"" notice",a tall building in a city,The pillar on the morning of 8 March 1966,1,0.6377,0.001416,0.4624011219,0,1,0,0,0
Suggestions included a 110 metres (360 ft) flagpole,a street with buildings and a blue sky," The Spire of Dublin, erected in 2003, viewed from Henry Street",2,0.4016,0.000193,0.3575588763,0,0,0,1,0
[1] which was demolished once the new mansion was completed in 1854,a large building with many windows," Cubitt's new mansion, nearing completion behind Tyers' smaller mansion",1,0.575,0.000372,0.3289729655,0,1,0,0,0
a church with a steeple,a church with a steeple," Completed in 1859, St Barnabas' Church was constructed during a period of expansion and development of the estate.",2,0.3093,0.3093,0.4442566931,0,1,0,0,0
the underside of the caps have a cottony layer of tissue stretching from the edge of the cap to the stem—a partial veil—which serves to protect the developing gills,a close up of a bug,Young fruit bodies have a cottony partial veil that protects the developing gills.Mature gills,1,0.3677,6.30E-05,0.4969241917,1,0,0,0,0
" the individual acquired the common name ""humongous fungus""",a group of red berries on a bush,The fruit bodies—the visible manifestation of A. gallica—belie an extensive underground network of mycelia.,2,0.4048,3.03E-05,0.3799176216,0,0,0,0,0
a tree with many mushrooms growing on it,a tree with many mushrooms growing on it,Young fruit bodies growing in clusters at the base of a tree,1,0.2072,0.2072,0.4126292765,0,0,0,0,0
mathematical concepts of graph theory have been employed to describe fungal growth and interpret ecological strategies,a blue and white drawing,The soil-dwelling fungal pathogen Trichoderma harzianum can parasitize A. gallica rhizomorphs.,1,0.2043,6.86E-05,0.2668412626,0,0,0,0,0
"[33][35]
a white mushroom on the ground",a white mushroom on the ground," Omphalotus nidiformis, a bioluminescent mushroom",1,0.3584,0.159,0.4007668495,0,0,0,0,0
Hyphae grow at their tips (apices); new hyphae are typically formed by emergence of new tips along existing hyphae by a process called branching,a drawing of a tree,An environmental isolate of Penicillium hyphaconidiophorephialideconidiasepta,1,0.4722,1.65E-05,0.3229146004,0,0,0,0,0
[60] The fruit bodies of the basidiomycetes (basidiocarps) and some ascomycetes can sometimes grow very large,a mushroom growing in a forest,Armillaria solidipes,2,0.6772,0.04132,0.3794260025,0,0,0,0,0
a round brown object,a round brown object,Mold growth covering a decaying peach. The frames were taken approximately 12 hours apart over a period of six days.,1,0.3313,0.3313,0.3776422739,0,0,0,0,0
[77] It is estimated that a third of all fungi reproduce using more than one method of propagation; for example,a snake in the dirt,Polyporus squamosus,1,0.745,2.40E-05,0.3301000297,0,0,0,1,0
dikaryotic hyphae of the hymenium (the spore-bearing tissue layer) form a characteristic hook at the hyphal septum,a close-up of a map," The 8-spore asci of Morchella elata, viewed with phase contrast microscopy",1,0.27,0.0002925,0.5449998379,0,0,0,1,0
[94] The bird's nest fungi use the force of falling water drops to liberate the spores from cup-shaped fruiting bodies,a frog in a frog,The bird's nest fungus Cyathus stercoreus,1,0.9517,1.40E-05,0.2156525254,0,0,0,0,0
Penicillium,aerial view of a city,Arbuscular mycorrhiza seen under microscope. Flax root cortical cells containing paired arbuscules.,1,0.1501,0.0003443,0.4759990871,0,0,0,1,0
Tissues inside roots-up of a fungal partners may also mediate plant,close-up of a tire,The dark filaments are hyphae of the endophytic fungus Neotyphodium coenophialum in the intercellular spaces of tall fescue leaf sheath tissue,1,0.588,0.02075,0.4075506628,0,0,0,0,0
" The photosynthetic partner in the relationship is referred to in lichen terminology as a ""photobiont""",a close-up of a green leaf," The lichen Lobaria pulmonaria, a symbiosis of fungal, algal, and cyanobacterial species",2,0.631,0.011925,0.3980793059,0,0,0,0,0
which feeds on the fruit bodies of other fungi both while they are living and after they are dead,a close up of a flower," The plant pathogen Puccinia magellanicum (calafate rust) causes the defect known as witch's broom, seen here on a barberry shrub in Chile.",2,0.1984,0.03394,0.4804777503,0,0,0,0,0
ochratoxins,a black and white photo of a machine," Ergotamine, a major mycotoxin produced by Claviceps species, which if ingested can cause gangrene, convulsions, and hallucinations",1,0.6978,0.0005703,0.3633792102,0,0,0,0,0
genetic modification of yeast species[218]—which are easy to grow at fast rates in large fermentation vessels—has opened up ways of pharmaceutical production that are potentially more efficient than production by the original source organisms,a group of water droplets on a surface,Saccharomyces cerevisiae cells shown with DIC microscopy,2,0.686,0.02539,0.4221105874,0,0,0,0,0
Notable medicinal mushrooms with a well-documented history of use include Agaricus subrufescens,a close up of a snail,The medicinal fungi Ganoderma lucidum (left) and Ophiocordyceps sinensis (right),1,0.4922,0.003067,0.4026292562,0,0,0,0,0
Examples include the blue color in cheeses such as Stilton or Roquefort,a rock with a substance on it,Stilton cheese veined with Penicillium roqueforti,1,0.8447,1.00E-05,0.2874936759,0,0,0,0,0
it is often advised to assume that a wild mushroom is poisonous and not to consume it,mushrooms growing in the ground,Amanita phalloides accounts for the majority of fatal mushroom poisonings worldwide. It sometimes lacks the greenish color seen here.,1,0.1968,0.001729,0.4297991991,0,0,0,0,0
Entomopathogenic fungi can be used as biopesticides,a silver coin with a group of people on it,Grasshoppers killed by Beauveria bassiana,1,0.3955,0.001831,0.3196880519,0,0,0,1,0
Mario stands at the center of a dartboard-like arena divided into four ring-shaped sections with 12 radial slots; each enemy occupies a different slot,"chart, sunburst chart"," The player rotates rings to line up the enemies. If done correctly, the player receives an attack bonus.",1,0.99,4.40E-06,0.6601681113,0,0,0,0,0
the game's producer,Kensuke Tanabe wearing glasses and a red tie," Kensuke Tanabe, supervisor and producer of the franchise since Paper Mario: The Thousand-Year Door.[25]",2,0.3577,0.01926,0.4327348769,0,0,0,0,1
